timestamp,source,log_message,target_label,complexity,session_length,referrer_url,browser_fingerprint,utm_source,test_column
1/22/2025 16:51,ModernHR,Alert: brute force login attempt from 192.168.226.241 detected,Security Alert,bert,291,https://linkedin.com,jen9IPHBCUcwqoDM,referral,junk_data
6/14/2025 20:13,ModernHR,Replication error occurred for shard 10,Error,bert,275,https://linkedin.com,8fkVJp7WKd0XveOE,organic,junk_data
7/21/2025 6:22,ThirdPartyAPI,Invalid login attempt made on secured account Account7864,Security Alert,bert,217,https://twitter.com,X88kOo0E5dGUxmvO,organic,junk_data
04-12-2025 00:41,BillingSystem,System reboot initiated by user User929.,System Notification,regex,50,,Ch0WNBFbxlV7AUc7,newsletter,junk_data
26-05-2025 12:19,ThirdPartyAPI,"nova.compute.claims [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage,bert,102,https://example.com,GJ2kflo7eBuH5hzZ,organic,junk_data
25-07-2025 07:05,ModernCRM,"nova.osapi_compute.wsgi.server [req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" RCODE  202 len: 733 time: 0.4964380",HTTP Status,bert,241,https://example.com,CtOgRxpbjlOMA5v3,referral,junk_data
9/17/2025 21:39,AnalyticsEngine,File data_5435.csv uploaded successfully by user User563.,System Notification,regex,297,,upbSH2VyuCVELT5K,referral,junk_data
28-09-2025 06:47,AnalyticsEngine,"nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Total usable vcpus: 16, total allocated vcpus: 1",Resource Usage,bert,205,https://example.com,PjiAq1HQj01TDdsn,organic,junk_data
10/16/2025 19:51,ThirdPartyAPI,User User799 logged in.,User Action,regex,299,https://google.com,Jbn0NaTNnakViSI0,referral,junk_data
04-05-2025 17:02,ThirdPartyAPI,An attempt to access data without clearance was made,Security Alert,bert,286,https://google.com,7z4lTM9hb7leGMjG,organic,junk_data
31-07-2025 23:59,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-52c0125b-347b-4b3a-88f4-4d87d4f024b3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2426732",HTTP Status,bert,191,https://twitter.com,er9JQVFQoMaDLQRY,social,junk_data
16-06-2025 19:55,BillingSystem,"nova.osapi_compute.wsgi.server [req-be61f06f-fcee-49d3-9438-719cedca6e55 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4461639",HTTP Status,bert,118,https://example.com,RDnweaAq6uts09Zd,referral,junk_data
2/26/2025 17:38,ModernCRM,Security breach suspected from IP address 192.168.157.122,Security Alert,bert,106,,AtRUzzsIkUYsYb6j,newsletter,junk_data
22-12-2025 11:32,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-707b6cbd-f9dd-4e7f-905b-f6cda1e13ce8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2474949",HTTP Status,bert,84,https://facebook.com,wnX6Ug9IC7At7iTL,social,junk_data
12/28/2025 2:39,AnalyticsEngine,User 9131 made multiple failed login attempts,Security Alert,bert,277,https://google.com,tEJvCdocefAVNOxs,referral,junk_data
02-04-2025 03:00,AnalyticsEngine,User User496 logged in.,User Action,regex,180,https://twitter.com,jOeF5mW7tuuhL088,organic,junk_data
07-01-2025 15:11,ThirdPartyAPI,"nova.compute.claims [req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: bf8c824d-f099-4433-a41e-e3da7578262e] disk limit not specified, defaulting to unlimited",Resource Usage,bert,15,https://example.com,Z5YPb5ewZnwP8wz4,adwords,junk_data
8/22/2025 15:21,ModernHR,User User617 logged in.,User Action,regex,171,https://linkedin.com,Rx1Id23tPuTKkJA6,newsletter,junk_data
03-06-2025 04:54,ModernCRM,"nova.osapi_compute.wsgi.server [req-623d521c-5e95-47e2-81e4-d6905cb6d4ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1910 time: 0.2556899",HTTP Status,bert,139,https://linkedin.com,EaKHjaYG9o7SOKmb,referral,junk_data
10/23/2025 14:08,ModernCRM,Unexpected termination of server 23 occurred during data update,Error,bert,299,,3lO3XnBUnmCFDzAH,social,junk_data
04-02-2025 12:27,ThirdPartyAPI,Backup completed successfully.,System Notification,regex,145,https://facebook.com,nt9E8HQOUNhpUFKQ,organic,junk_data
06-02-2025 12:18,ThirdPartyAPI,Backup ended at 2025-07-18 17:06:54.,System Notification,regex,229,https://twitter.com,p0bLYQ7Yfk7doaBD,referral,junk_data
28-06-2025 22:29,ModernHR,"nova.compute.claims [req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] disk limit not specified, defaulting to unlimited",Resource Usage,bert,108,https://example.com,3JCnFPrlMh6YUUI0,newsletter,junk_data
08-04-2025 15:28,BillingSystem,"nova.osapi_compute.wsgi.server [req-afb01936-1170-4119-9232-5e5ecdaede34 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2718439",HTTP Status,bert,118,,1KGVT3ojnUNRd5vq,organic,junk_data
20-12-2025 15:26,BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.123,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.0019679",HTTP Status,bert,266,,mYKVDHqsPQOvmnPx,referral,junk_data
19-12-2025 01:23,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-0dd87940-76ef-4556-bfb6-3cb42c58fc82 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1916 time: 0.2644901",HTTP Status,bert,43,https://google.com,d9niFqpCcYpWhJhk,newsletter,junk_data
21-04-2025 18:36,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-d45c30d9-d550-4192-ae3f-9921a31a99e8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/c62f4f25-982c-4ea2-b5e4-93000edfcfbf HTTP/1.1"" HTTP status code -  200 len: 1708 time: 0.1990912",HTTP Status,bert,103,https://linkedin.com,L1TVFsxbEMUYnZcV,referral,junk_data
08-05-2025 07:49,ModernHR,Shard 19 data copy failed,Error,bert,153,https://google.com,qPjoN6uhVpRWpU2n,social,junk_data
09-08-2025 14:49,ThirdPartyAPI,Account with ID 7505 created by User322.,User Action,regex,75,https://twitter.com,zKjHk3TlvksfJhXd,newsletter,junk_data
07-09-2025 04:37,AnalyticsEngine,"nova.compute.claims [req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: bf8c824d-f099-4433-a41e-e3da7578262e] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage,bert,89,https://example.com,5eiuznSeWiEfhMYz,adwords,junk_data
29-09-2025 16:54,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-c51ad426-c9e8-4939-9e18-3e7b2eaab0db 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2563319",HTTP Status,bert,239,https://google.com,dsU1XFIVj9ITOfon,organic,junk_data
07-06-2025 22:17,BillingSystem,"nova.osapi_compute.wsgi.server [req-278d9036-452a-45bc-be2b-ef72034db638 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1759 time: 0.2531900",HTTP Status,bert,250,https://linkedin.com,AgPEFEw4fmpyEx1j,newsletter,junk_data
05-01-2025 22:04,ModernHR,Detection of potential admin privilege abuse by user 2182,Security Alert,bert,92,https://facebook.com,MCroezU0YMym72VU,referral,junk_data
02-09-2025 23:47,ModernHR,"nova.compute.claims [req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] vcpu limit not specified, defaulting to unlimited",Resource Usage,bert,150,,hMChai7U6NU1j5Tc,social,junk_data
07-12-2025 08:15,ThirdPartyAPI,Server 18 went offline unexpectedly during data parsing,Error,bert,207,https://twitter.com,ohYnVvheJc3jSChP,social,junk_data
22-07-2025 20:31,ModernHR,"nova.osapi_compute.wsgi.server [req-72a5e10c-fdb5-447b-8ece-adf07b6992ac 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2774739",HTTP Status,bert,62,https://twitter.com,sLA6dgkVlI1Yvmsj,referral,junk_data
15-05-2025 12:11,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-237bbb72-4dca-4476-879c-60be2ce9a95a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1583 time: 0.2089801",HTTP Status,bert,172,https://google.com,kRnbirLU6lzXF3oy,newsletter,junk_data
28-02-2025 17:15,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-4b4147f6-e5d1-469c-bae0-41d505cc6a89 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2561631",HTTP Status,bert,150,https://example.com,CdZw7nMBKq37yNeh,adwords,junk_data
15-11-2025 01:56,ThirdPartyAPI,"nova.metadata.wsgi.server [req-27525a89-b0a1-4d18-8263-f2bc3079f9dc - - - - -] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" RCODE  200 len: 157 time: 0.2332909",HTTP Status,bert,46,https://example.com,ILYritL1Fi08laaH,social,junk_data
08-01-2025 05:15,ModernCRM,"nova.osapi_compute.wsgi.server [req-0013db4a-a7f2-4013-a135-314a1fbb97e8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2449338",HTTP Status,bert,272,https://facebook.com,f45WSGA5fXV6pSJF,social,junk_data
11/13/2025 13:20,BillingSystem,Input format mismatch occurred in module X,Error,bert,180,https://example.com,yiWibRUIrsbfIrA2,organic,junk_data
01-09-2025 21:50,ModernHR,User 6069 has been granted elevated admin privileges,Security Alert,bert,272,https://linkedin.com,4UuMwqTLkKxXmYPi,social,junk_data
15-04-2025 01:08,BillingSystem,"nova.metadata.wsgi.server [req-89545a1f-55c0-4475-9183-2f74dfc5fb04 - - - - -] 10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" HTTP status code -  200 len: 124 time: 0.2199168",HTTP Status,bert,133,https://twitter.com,uXViTW6ANLWh5k6K,social,junk_data
9/28/2025 21:59,ModernCRM,Server 36 faced an unanticipated shutdown during data upload,Error,bert,75,https://google.com,eGYB1cOxTiPPFKjA,social,junk_data
12/25/2025 23:53,BillingSystem,User User907 logged out.,User Action,regex,98,https://google.com,lVcUSiyax7ANqnM5,newsletter,junk_data
8/29/2025 18:54,ModernCRM,System component has stopped working: component ID Component51,Critical Error,bert,145,https://example.com,tvBhvCXHVwGGo8tN,adwords,junk_data
23-10-2025 01:31,ModernHR,"nova.osapi_compute.wsgi.server [req-ff142455-b2d5-4551-ad81-56244e8b4246 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2751970",HTTP Status,bert,10,https://linkedin.com,ORnjbBBu2K6Pk5m0,referral,junk_data
05-12-2025 01:01,ModernHR,User User634 logged in.,User Action,regex,99,https://linkedin.com,gA2loq96rsNuWA6M,newsletter,junk_data
10-01-2025 01:16,ModernCRM,"nova.osapi_compute.wsgi.server [req-45f80172-398a-4dc5-be8b-2d5a3509a95c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2740800",HTTP Status,bert,219,https://facebook.com,77vS4aKSLoGgdQkg,newsletter,junk_data
2/19/2025 5:09,ModernCRM,Disk cleanup completed successfully.,System Notification,regex,58,,Bhe3j0yAHgaHHXDp,referral,junk_data
10-11-2025 17:37,BillingSystem,Potential security threat: Admin privilege escalation for user 5130,Security Alert,bert,49,https://linkedin.com,b4597bTFGxibAPj1,newsletter,junk_data
30-10-2025 11:34,BillingSystem,"nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,bert,103,https://twitter.com,6LDFYs87nt1rZnZO,referral,junk_data
8/18/2025 8:06,ModernHR,User 8075 made multiple failed login attempts,Security Alert,bert,114,https://google.com,cZep1RD4UQazWnaN,social,junk_data
9/22/2025 4:07,ThirdPartyAPI,"Anomalous activity identified on server 23, security review recommended",Security Alert,bert,24,https://twitter.com,uWgzkyMb0Xsov3Sv,organic,junk_data
9/20/2025 14:08,ThirdPartyAPI,Replication of data to shard 1 failed,Error,bert,138,https://example.com,7UPgyyQG1g1DS6eO,referral,junk_data
02-02-2025 08:35,AnalyticsEngine,"nova.metadata.wsgi.server [req-cb87c9f0-3bb5-4102-b97e-6066266f5cf9 - - - - -] 10.11.21.126,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" Return code: 200 len: 264 time: 0.2225840",HTTP Status,bert,173,,qhLWCjW3D4uGRvhN,referral,junk_data
09-03-2025 03:49,ModernCRM,RAID system detected multiple disk failures and errors,Critical Error,bert,253,https://linkedin.com,1Vj3GJgfxXOCllCQ,newsletter,junk_data
11/19/2025 23:06,BillingSystem,Email service experienced a sending issue,Error,bert,121,https://twitter.com,T0iNcErboaGH6zDU,adwords,junk_data
26-07-2025 17:50,ModernHR,"nova.osapi_compute.wsgi.server [req-f0ebc071-5c5d-4bfa-aea6-9a6d1704b71b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2866180",HTTP Status,bert,131,https://example.com,Sw2iP63R5ZH5TYfY,adwords,junk_data
21-03-2025 11:43,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-bb193d66-759c-4753-9b98-792dd882f3a0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2596231",HTTP Status,bert,226,https://linkedin.com,gLt9lnwD1L6Uk4Zk,adwords,junk_data
10-06-2025 19:00,ThirdPartyAPI,Possible hacking attempt identified from IP 192.168.211.148,Security Alert,bert,248,https://facebook.com,s1jmrEU1Pmfr1cD6,social,junk_data
10/20/2025 22:32,ModernHR,System reboot initiated by user User533.,System Notification,regex,281,https://facebook.com,X03m1qCrtvuStqxt,referral,junk_data
23-05-2025 00:35,ModernCRM,"nova.osapi_compute.wsgi.server [req-596345be-48b5-46f8-a2d8-79378eb77a59 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1759 time: 0.3028941",HTTP Status,bert,68,https://google.com,B08vcue1HzfruoUg,adwords,junk_data
6/18/2025 12:21,ThirdPartyAPI,Backup ended at 2025-08-18 14:29:26.,System Notification,regex,285,https://example.com,5uBkVKVJza9DgJAe,organic,junk_data
04-05-2025 11:26,ThirdPartyAPI,User 2186 attempted to access API without proper authorization,Security Alert,bert,289,https://linkedin.com,iMMBvpGh3wKMB5Of,newsletter,junk_data
11/28/2025 0:59,ThirdPartyAPI,Data replication task failed for shard 8,Error,bert,200,https://example.com,2NTlKAR9dZCivyyB,newsletter,junk_data
02-12-2025 00:50,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-7ab32aeb-f03d-4e16-9e0e-b06217f81a83 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2729750",HTTP Status,bert,142,https://example.com,tZqs6B8gjVtnm4kC,organic,junk_data
10/30/2025 0:28,AnalyticsEngine,"Server 10 has potential security exposure, remediation needed",Security Alert,bert,231,https://linkedin.com,VjAQy6u3J3ZMfIdf,newsletter,junk_data
10-05-2025 04:42,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-298721cb-d01e-4dab-9475-518f5471932d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.4362931",HTTP Status,bert,86,https://example.com,7Xm7xE0Xi7Mk9F2W,newsletter,junk_data
23-08-2025 06:36,BillingSystem,"nova.osapi_compute.wsgi.server [req-ae99e5e4-fa5f-4574-8b38-e246c01b5d70 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2700670",HTTP Status,bert,294,https://twitter.com,XfSWm8sBMOTBOJGG,referral,junk_data
31-05-2025 22:07,ThirdPartyAPI,"nova.metadata.wsgi.server [-] 10.11.21.137,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" Status code -  200 len: 157 time: 0.0005910",HTTP Status,bert,140,https://facebook.com,2v7ifNf7UB5zjJMg,organic,junk_data
07-10-2025 17:58,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-dedb4b73-18c3-428b-8f65-56390838beef f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" HTTP status code -  200 len: 380 time: 0.0901439",HTTP Status,bert,201,https://twitter.com,ABd9hZ29VNqTSzhx,social,junk_data
07-04-2025 01:54,ModernCRM,"nova.osapi_compute.wsgi.server [req-d0d1ead8-1065-40d2-a364-2dfde517832d f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" RCODE  404 len: 296 time: 0.0970299",HTTP Status,bert,39,https://linkedin.com,1VZ4eQDbpkvHioFm,organic,junk_data
24-06-2025 12:16,LegacyCRM,Customer follow-up process for lead ID 5621 failed due to missing next action,Workflow Error,llm,10,https://facebook.com,R6YQ0DMe1gxxOoY3,newsletter,junk_data
12/24/2025 19:10,AnalyticsEngine,Module X reported an error in input format validation,Error,bert,84,https://facebook.com,YWKpZjRanJOsllzg,social,junk_data
06-01-2025 06:00,BillingSystem,IP 192.168.133.114 blocked due to potential attack,Security Alert,bert,214,https://google.com,tLKhoOkQATtcbmo7,organic,junk_data
08-10-2025 08:45,BillingSystem,"nova.osapi_compute.wsgi.server [req-5109428d-2e28-4e45-bc21-e205311b0c37 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2707500",HTTP Status,bert,259,https://example.com,9aELLTOPdXcalJOT,newsletter,junk_data
5/16/2025 11:44,AnalyticsEngine,Account with ID 4810 created by User581.,User Action,regex,160,https://example.com,OylKoYkU5MtbbYVN,adwords,junk_data
4/27/2025 13:20,ModernCRM,Backup ended at 2025-02-21 07:53:56.,System Notification,regex,200,https://facebook.com,zh3LlZSaX1QojmmE,referral,junk_data
30-01-2025 13:04,ModernHR,"nova.osapi_compute.wsgi.server [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" RCODE  202 len: 733 time: 0.6913249",HTTP Status,bert,32,https://example.com,H07R1xtryHTbbrvM,newsletter,junk_data
10/14/2025 11:29,AnalyticsEngine,Unapproved API login attempt from user 1618 recorded,Security Alert,bert,84,https://google.com,k97vqJ0PREe3BWJa,newsletter,junk_data
19-12-2025 05:06,ThirdPartyAPI,"nova.metadata.wsgi.server [req-64ef1894-4284-4723-8d5f-4f0d80b1e371 - - - - -] 10.11.21.136,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" Status code -  200 len: 264 time: 0.2157998",HTTP Status,bert,179,https://example.com,NiT42fywCQj7lDzm,social,junk_data
7/29/2025 6:54,AnalyticsEngine,Admin privilege elevation warning for user 7574,Security Alert,bert,138,https://google.com,5BOQiyQz16zeJEHW,referral,junk_data
06-07-2025 08:17,AnalyticsEngine,"nova.metadata.wsgi.server [-] 10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Return code: 200 len: 967 time: 0.0012500",HTTP Status,bert,266,https://facebook.com,3rdV2wM48iuRpcFX,adwords,junk_data
9/25/2025 0:38,ThirdPartyAPI,Warning: IP 192.168.151.28 may be compromised,Security Alert,bert,228,https://facebook.com,JwhVeCvVLmQ2Ne6H,social,junk_data
12-02-2025 11:00,ModernHR,"nova.compute.claims [req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] vcpu limit not specified, defaulting to unlimited",Resource Usage,bert,193,,pZwgT7yaJ7O4V3P2,adwords,junk_data
06-05-2025 21:04,BillingSystem,"nova.compute.claims [req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] memory limit: 96258.00 MB, free: 95746.00 MB",Resource Usage,bert,178,https://linkedin.com,q8ENan5hAfHMohzZ,referral,junk_data
26-03-2025 10:00,ModernCRM,"nova.metadata.wsgi.server [req-624c74d8-31e8-45d2-aa80-bb9b1821399c - - - - -] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Return code: 200 len: 124 time: 0.2250240",HTTP Status,bert,136,https://twitter.com,r7dfhCiJvcpNBnqk,referral,junk_data
13-05-2025 14:22,BillingSystem,"nova.osapi_compute.wsgi.server [req-f73e5f36-f74f-4335-831b-820d3996fbd5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2643099",HTTP Status,bert,63,https://example.com,Y6qpV1AUdiC9KFxY,organic,junk_data
11-02-2025 07:15,ThirdPartyAPI,Vital system component is down: component ID Component75,Critical Error,bert,158,https://linkedin.com,diFlYRLgU1y8W7JS,organic,junk_data
21-07-2025 07:45,BillingSystem,"nova.osapi_compute.wsgi.server [req-d7f4eacc-a714-40ec-8b5b-b43ac80269f1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2638071",HTTP Status,bert,66,https://example.com,flTeKbmliDpbqegR,referral,junk_data
09-01-2025 22:17,ThirdPartyAPI,"nova.metadata.wsgi.server [req-410908b9-815e-4f81-be5c-3fca98c283de - - - - -] 10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Return code: 200 len: 124 time: 0.2301619",HTTP Status,bert,78,https://facebook.com,qC0zJ2KIrd6wySHv,social,junk_data
07-06-2025 20:28,ThirdPartyAPI,System updated to version 3.8.2.,System Notification,regex,111,https://linkedin.com,kL2gij0GELRtWUUe,referral,junk_data
6/20/2025 12:24,ModernCRM,UnAuthorized admin access granted to user 6611,Security Alert,bert,235,https://facebook.com,AnoGXJjc1RnbLIq6,adwords,junk_data
1/31/2025 13:39,ModernHR,Unauthorised access attempt from 192.168.12.231 detected,Security Alert,bert,230,https://google.com,Euo5nnJLZcz7jxAE,adwords,junk_data
8/21/2025 1:30,ThirdPartyAPI,RAID system reported multiple hard drive malfunctions,Critical Error,bert,210,https://facebook.com,ydRhOrwL1eUAODxc,newsletter,junk_data
